tubeID,Sp1,Sp2,Sp1_Dens,Sp2_Dens,Repeat,Treatment,Block,Combn,Column,Row,Tray,RowBlock,Rows_Box,Cols_Box,BoxNum
1462,SIM,PAN,3,6,a,Hot Safe,A,SIMPAN,1,4,3, ,3,4,1
1486,SIM,PAN,3,12,a,Hot Safe,A,SIMPAN,1,5,3, ,3,6,1
1522,SIM,PAN,12,3,a,Hot Safe,A,SIMPAN,1,6,3, ,3,3,1
1498,SIM,PAN,6,3,a,Hot Safe,A,SIMPAN,1,7,3, ,3,1,1
1450,SIM,PAN,3,3,a,Hot Safe,A,SIMPAN,1,8,3, ,3,5,1
430,BIR,SUL,6,3,a,Hot Safe,A,BIRSUL,2,2,3, ,2,6,1
406,BIR,SUL,3,9,a,Hot Safe,A,BIRSUL,2,3,3, ,2,3,1
418,BIR,SUL,3,12,a,Hot Safe,A,BIRSUL,2,4,3, ,2,5,1
382,BIR,SUL,3,3,a,Hot Safe,A,BIRSUL,2,5,3, ,2,2,1
442,BIR,SUL,9,3,a,Hot Safe,A,BIRSUL,2,6,3, ,2,7,1
394,BIR,SUL,3,6,a,Hot Safe,A,BIRSUL,2,7,3, ,2,1,1
454,BIR,SUL,12,3,a,Hot Safe,A,BIRSUL,2,8,3, ,9,1,1
886,PAL,SIM,6,3,a,Hot Safe,A,PALSIM,3,2,3, ,5,2,1
862,PAL,SIM,3,9,a,Hot Safe,A,PALSIM,3,3,3, ,5,3,1
838,PAL,SIM,3,3,a,Hot Safe,A,PALSIM,3,4,3, ,5,5,1
910,PAL,SIM,12,3,a,Hot Safe,A,PALSIM,3,5,3, ,5,1,1
850,PAL,SIM,3,6,a,Hot Safe,A,PALSIM,3,6,3, ,5,6,1
874,PAL,SIM,3,12,a,Hot Safe,A,PALSIM,3,7,3, ,5,7,1
898,PAL,SIM,9,3,a,Hot Safe,A,PALSIM,3,8,3, ,9,2,1
334,BIR,SIM,3,12,a,Hot Safe,A,BIRSIM,4,2,3, ,6,4,1
358,BIR,SIM,9,3,a,Hot Safe,A,BIRSIM,4,3,3, ,6,1,1
322,BIR,SIM,3,9,a,Hot Safe,A,BIRSIM,4,4,3, ,6,2,1
370,BIR,SIM,12,3,a,Hot Safe,A,BIRSIM,4,5,3, ,6,6,1
346,BIR,SIM,6,3,a,Hot Safe,A,BIRSIM,4,6,3, ,6,7,1
298,BIR,SIM,3,3,a,Hot Safe,A,BIRSIM,4,7,3, ,6,5,1
310,BIR,SIM,3,6,a,Hot Safe,A,BIRSIM,4,8,3, ,6,3,1
766,PAL,PSA,3,6,a,Hot Safe,A,PALPSA,5,2,3, ,7,7,2
754,PAL,PSA,3,3,a,Hot Safe,A,PALPSA,5,3,3, ,8,3,2
790,PAL,PSA,3,12,a,Hot Safe,A,PALPSA,5,4,3, ,7,5,2
802,PAL,PSA,6,3,a,Hot Safe,A,PALPSA,5,5,3, ,7,1,2
814,PAL,PSA,9,3,a,Hot Safe,A,PALPSA,5,6,3, ,7,2,2
778,PAL,PSA,3,9,a,Hot Safe,A,PALPSA,5,7,3, ,7,3,2
826,PAL,PSA,12,3,a,Hot Safe,A,PALPSA,5,8,3, ,7,6,2
1666,SIM,SUL,6,3,a,Hot Safe,A,SIMSUL,6,2,3, ,4,6,2
1678,SIM,SUL,9,3,a,Hot Safe,A,SIMSUL,6,3,3, ,4,1,2
1690,SIM,SUL,12,3,a,Hot Safe,A,SIMSUL,6,4,3, ,4,2,2
1630,SIM,SUL,3,6,a,Hot Safe,A,SIMSUL,6,5,3, ,4,5,2
1618,SIM,SUL,3,3,a,Hot Safe,A,SIMSUL,6,6,3, ,4,3,2
1654,SIM,SUL,3,12,a,Hot Safe,A,SIMSUL,6,7,3, ,4,7,2
1642,SIM,SUL,3,9,a,Hot Safe,A,SIMSUL,6,8,3, ,4,4,2
1570,SIM,PSA,3,12,a,Hot Safe,A,SIMPSA,7,2,3, ,2,2,2
1546,SIM,PSA,3,6,a,Hot Safe,A,SIMPSA,7,3,3, ,2,6,2
1558,SIM,PSA,3,9,a,Hot Safe,A,SIMPSA,7,4,3, ,2,1,2
1594,SIM,PSA,9,3,a,Hot Safe,A,SIMPSA,7,5,3, ,2,5,2
1606,SIM,PSA,12,3,a,Hot Safe,A,SIMPSA,7,6,3, ,2,3,2
1582,SIM,PSA,6,3,a,Hot Safe,A,SIMPSA,7,7,3, ,8,1,2
1534,SIM,PSA,3,3,a,Hot Safe,A,SIMPSA,7,8,3, ,2,7,2
1918,SUL,PSA,3,6,a,Hot Safe,A,SULPSA,8,2,3, ,8,6,1
1906,SUL,PSA,3,3,a,Hot Safe,A,SULPSA,8,3,3, ,8,7,1
1942,SUL,PSA,3,12,a,Hot Safe,A,SULPSA,8,4,3, ,8,1,1
1978,SUL,PSA,12,3,a,Hot Safe,A,SULPSA,8,5,3, ,8,5,1
1966,SUL,PSA,9,3,a,Hot Safe,A,SULPSA,8,6,3, ,8,2,1
1930,SUL,PSA,3,9,a,Hot Safe,A,SULPSA,8,7,3, ,8,3,1
1954,SUL,PSA,6,3,a,Hot Safe,A,SULPSA,8,8,3, ,8,4,1
1769,SUL,   ,9,NA,e,Cold Para,B,SUL   ,1,1,1,Lower,12,2,2
1694,SUL,   ,1,NA,b,Cold Para,B,SUL   ,1,2,1,Lower,12,5,2
1700,SUL,   ,1,NA,h,Cold Para,B,SUL   ,1,3,1,Lower,9,1,2
1766,SUL,   ,9,NA,b,Cold Para,B,SUL   ,1,4,1,Lower,8,4,2
1703,SUL,   ,1,NA,k,Cold Para,B,SUL   ,1,5,1,Lower,10,6,2
557,PAL,   ,15,NA,e,Cold Para,B,PAL   ,1,6,1,Upper,9,6,1
554,PAL,   ,15,NA,b,Cold Para,B,PAL   ,1,7,1,Upper,13,5,1
530,PAL,   ,9,NA,b,Cold Para,B,PAL   ,1,8,1,Upper,11,2,1
506,PAL,   ,3,NA,b,Cold Para,B,PAL   ,1,9,1,Upper,13,2,1
533,PAL,   ,9,NA,e,Cold Para,B,PAL   ,1,10,1,Upper,9,5,1
461,PAL,   ,1,NA,e,Cold Para,B,PAL   ,2,1,1,Lower,8,5,2
509,PAL,   ,3,NA,e,Cold Para,B,PAL   ,2,2,1,Lower,10,4,2
467,PAL,   ,1,NA,k,Cold Para,B,PAL   ,2,3,1,Lower,9,2,2
464,PAL,   ,1,NA,h,Cold Para,B,PAL   ,2,4,1,Lower,11,1,2
458,PAL,   ,1,NA,b,Cold Para,B,PAL   ,2,5,1,Lower,9,5,2
1193,PSA,   ,9,NA,e,Cold Para,B,PSA   ,2,6,1,Upper,10,4,1
1118,PSA,   ,1,NA,b,Cold Para,B,PSA   ,2,7,1,Upper,12,1,1
1121,PSA,   ,1,NA,e,Cold Para,B,PSA   ,2,8,1,Upper,10,7,1
1217,PSA,   ,15,NA,e,Cold Para,B,PSA   ,2,9,1,Upper,11,1,1
1214,PSA,   ,15,NA,b,Cold Para,B,PSA   ,2,10,1,Upper,10,1,1
1001,PAN,   ,1,NA,e,Cold Para,B,PAN   ,3,1,1,Lower,10,7,2
1073,PAN,   ,9,NA,e,Cold Para,B,PAN   ,3,2,1,Lower,11,3,2
1097,PAN,   ,15,NA,e,Cold Para,B,PAN   ,3,3,1,Lower,12,3,2
1046,PAN,   ,3,NA,b,Cold Para,B,PAN   ,3,4,1,Lower,9,7,2
1004,PAN,   ,1,NA,h,Cold Para,B,PAN   ,3,5,1,Lower,12,1,2
1094,PAN,   ,15,NA,b,Cold Para,B,PAN   ,3,6,1,Upper,10,3,1
1049,PAN,   ,3,NA,e,Cold Para,B,PAN   ,3,7,1,Upper,10,5,1
1070,PAN,   ,9,NA,b,Cold Para,B,PAN   ,3,8,1,Upper,11,7,1
1007,PAN,   ,1,NA,k,Cold Para,B,PAN   ,3,9,1,Upper,12,2,1
998,PAN,   ,1,NA,b,Cold Para,B,PAN   ,3,10,1,Upper,11,4,1
1169,PSA,   ,3,NA,e,Cold Para,B,PSA   ,4,1,1,Lower,12,7,2
1127,PSA,   ,1,NA,k,Cold Para,B,PSA   ,4,2,1,Lower,11,7,2
1124,PSA,   ,1,NA,h,Cold Para,B,PSA   ,4,3,1,Lower,8,6,2
1190,PSA,   ,9,NA,b,Cold Para,B,PSA   ,4,4,1,Lower,12,6,2
1166,PSA,   ,3,NA,b,Cold Para,B,PSA   ,4,5,1,Lower,9,6,2
53,BIR,   ,3,NA,e,Cold Para,B,BIR   ,4,6,1,Upper,13,7,1
50,BIR,   ,3,NA,b,Cold Para,B,BIR   ,4,7,1,Upper,12,7,1
5,BIR,   ,1,NA,e,Cold Para,B,BIR   ,4,8,1,Upper,13,4,1
74,BIR,   ,9,NA,b,Cold Para,B,BIR   ,4,9,1,Upper,11,5,1
8,BIR,   ,1,NA,h,Cold Para,B,BIR   ,4,10,1,Upper,12,3,1
77,BIR,   ,9,NA,e,Cold Para,B,BIR   ,5,1,1,Lower,10,5,2
98,BIR,   ,15,NA,b,Cold Para,B,BIR   ,5,2,1,Lower,11,6,2
2,BIR,   ,1,NA,b,Cold Para,B,BIR   ,5,3,1,Lower,11,2,2
101,BIR,   ,15,NA,e,Cold Para,B,BIR   ,5,4,1,Lower,10,2,2
11,BIR,   ,1,NA,k,Cold Para,B,BIR   ,5,5,1,Lower,10,1,2
1745,SUL,   ,3,NA,e,Cold Para,B,SUL   ,5,6,1,Upper,13,3,1
1742,SUL,   ,3,NA,b,Cold Para,B,SUL   ,5,7,1,Upper,9,7,1
1697,SUL,   ,1,NA,e,Cold Para,B,SUL   ,5,8,1,Upper,12,5,1
1793,SUL,   ,15,NA,e,Cold Para,B,SUL   ,5,9,1,Upper,11,6,1
1790,SUL,   ,15,NA,b,Cold Para,B,SUL   ,5,10,1,Upper,13,1,1
1370,SIM,   ,3,NA,b,Cold Para,B,SIM   ,6,1,1,Lower,10,3,2
1418,SIM,   ,15,NA,b,Cold Para,B,SIM   ,6,2,1,Lower,9,3,2
1331,SIM,   ,1,NA,k,Cold Para,B,SIM   ,6,3,1,Lower,11,5,2
1397,SIM,   ,9,NA,e,Cold Para,B,SIM   ,6,4,1,Lower,12,4,2
1373,SIM,   ,3,NA,e,Cold Para,B,SIM   ,6,5,1,Lower,8,7,2
1394,SIM,   ,9,NA,b,Cold Para,B,SIM   ,6,6,1,Upper,10,6,1
1421,SIM,   ,15,NA,e,Cold Para,B,SIM   ,6,7,1,Upper,10,2,1
1325,SIM,   ,1,NA,e,Cold Para,B,SIM   ,6,8,1,Upper,13,6,1
1322,SIM,   ,1,NA,b,Cold Para,B,SIM   ,6,9,1,Upper,12,6,1
1328,SIM,   ,1,NA,h,Cold Para,B,SIM   ,6,10,1,Upper,11,3,1
686,PAL,PAN,3,9,b,Cold Para,B,PALPAN,2,2,2, ,5,6,1
722,PAL,PAN,9,3,b,Cold Para,B,PALPAN,2,3,2, ,9,2,1
674,PAL,PAN,3,6,b,Cold Para,B,PALPAN,2,4,2, ,5,3,1
698,PAL,PAN,3,12,b,Cold Para,B,PALPAN,2,5,2, ,5,1,1
734,PAL,PAN,12,3,b,Cold Para,B,PALPAN,2,6,2, ,5,2,1
710,PAL,PAN,6,3,b,Cold Para,B,PALPAN,2,7,2, ,5,5,1
662,PAL,PAN,3,3,b,Cold Para,B,PALPAN,2,8,2, ,5,7,1
746,PAL,PSA,3,3,b,Cold Para,B,PALPSA,3,2,2, ,1,2,2
782,PAL,PSA,3,12,b,Cold Para,B,PALPSA,3,3,2, ,1,3,2
806,PAL,PSA,9,3,b,Cold Para,B,PALPSA,3,4,2, ,1,7,2
770,PAL,PSA,3,9,b,Cold Para,B,PALPSA,3,5,2, ,1,5,2
794,PAL,PSA,6,3,b,Cold Para,B,PALPSA,3,6,2, ,1,4,2
758,PAL,PSA,3,6,b,Cold Para,B,PALPSA,3,7,2, ,1,6,2
818,PAL,PSA,12,3,b,Cold Para,B,PALPSA,3,8,2, ,1,1,2
158,BIR,PAN,3,12,b,Cold Para,B,BIRPAN,4,2,2, ,5,6,2
134,BIR,PAN,3,6,b,Cold Para,B,BIRPAN,4,3,2, ,5,2,2
170,BIR,PAN,6,3,b,Cold Para,B,BIRPAN,4,4,2, ,5,7,2
122,BIR,PAN,3,3,b,Cold Para,B,BIRPAN,4,5,2, ,5,3,2
194,BIR,PAN,12,3,b,Cold Para,B,BIRPAN,4,6,2, ,5,5,2
182,BIR,PAN,9,3,b,Cold Para,B,BIRPAN,4,7,2, ,8,2,2
146,BIR,PAN,3,9,b,Cold Para,B,BIRPAN,4,8,2, ,5,1,2
1874,SUL,PAN,9,3,b,Cold Para,B,SULPAN,5,2,2, ,6,1,2
1814,SUL,PAN,3,3,b,Cold Para,B,SULPAN,5,3,2, ,6,4,2
1862,SUL,PAN,6,3,b,Cold Para,B,SULPAN,5,4,2, ,6,6,2
1850,SUL,PAN,3,12,b,Cold Para,B,SULPAN,5,5,2, ,6,2,2
1826,SUL,PAN,3,6,b,Cold Para,B,SULPAN,5,6,2, ,6,5,2
1838,SUL,PAN,3,9,b,Cold Para,B,SULPAN,5,7,2, ,6,3,2
1886,SUL,PAN,12,3,b,Cold Para,B,SULPAN,5,8,2, ,6,7,2
1274,PSA,PAN,3,12,b,Cold Para,B,PSAPAN,6,2,2, ,3,6,2
1298,PSA,PAN,9,3,b,Cold Para,B,PSAPAN,6,3,2, ,3,7,2
1238,PSA,PAN,3,3,b,Cold Para,B,PSAPAN,6,4,2, ,3,4,2
1262,PSA,PAN,3,9,b,Cold Para,B,PSAPAN,6,5,2, ,3,3,2
1286,PSA,PAN,6,3,b,Cold Para,B,PSAPAN,6,6,2, ,3,2,2
1310,PSA,PAN,12,3,b,Cold Para,B,PSAPAN,6,7,2, ,3,1,2
1250,PSA,PAN,3,6,b,Cold Para,B,PSAPAN,6,8,2, ,3,5,2
266,BIR,PSA,9,3,b,Cold Para,B,BIRPSA,7,2,2, ,3,3,1
254,BIR,PSA,6,3,b,Cold Para,B,BIRPSA,7,3,2, ,3,5,1
206,BIR,PSA,3,3,b,Cold Para,B,BIRPSA,7,4,2, ,3,2,1
278,BIR,PSA,12,3,b,Cold Para,B,BIRPSA,7,5,2, ,3,7,1
242,BIR,PSA,3,12,b,Cold Para,B,BIRPSA,7,6,2, ,3,1,1
230,BIR,PSA,3,9,b,Cold Para,B,BIRPSA,7,7,2, ,3,4,1
218,BIR,PSA,3,6,b,Cold Para,B,BIRPSA,7,8,2, ,3,6,1
830,PAL,SIM,3,3,b,Cold Para,B,PALSIM,8,2,2, ,8,2,1
890,PAL,SIM,9,3,b,Cold Para,B,PALSIM,8,3,2, ,8,1,1
854,PAL,SIM,3,9,b,Cold Para,B,PALSIM,8,4,2, ,8,5,1
842,PAL,SIM,3,6,b,Cold Para,B,PALSIM,8,5,2, ,8,4,1
878,PAL,SIM,6,3,b,Cold Para,B,PALSIM,8,6,2, ,8,3,1
866,PAL,SIM,3,12,b,Cold Para,B,PALSIM,8,7,2, ,8,6,1
902,PAL,SIM,12,3,b,Cold Para,B,PALSIM,8,8,2, ,8,7,1
350,BIR,SIM,9,3,b,Cold Para,B,BIRSIM,1,2,3, ,6,4,1
290,BIR,SIM,3,3,b,Cold Para,B,BIRSIM,1,3,3, ,6,2,1
326,BIR,SIM,3,12,b,Cold Para,B,BIRSIM,1,4,3, ,6,6,1
314,BIR,SIM,3,9,b,Cold Para,B,BIRSIM,1,5,3, ,6,3,1
362,BIR,SIM,12,3,b,Cold Para,B,BIRSIM,1,6,3, ,6,7,1
338,BIR,SIM,6,3,b,Cold Para,B,BIRSIM,1,7,3, ,6,5,1
302,BIR,SIM,3,6,b,Cold Para,B,BIRSIM,1,8,3, ,6,1,1
1598,SIM,PSA,12,3,b,Cold Para,B,SIMPSA,2,2,3, ,4,4,1
1586,SIM,PSA,9,3,b,Cold Para,B,SIMPSA,2,3,3, ,4,3,1
1550,SIM,PSA,3,9,b,Cold Para,B,SIMPSA,2,4,3, ,4,6,1
1526,SIM,PSA,3,3,b,Cold Para,B,SIMPSA,2,5,3, ,4,1,1
1562,SIM,PSA,3,12,b,Cold Para,B,SIMPSA,2,6,3, ,4,5,1
1574,SIM,PSA,6,3,b,Cold Para,B,SIMPSA,2,7,3, ,4,2,1
1538,SIM,PSA,3,6,b,Cold Para,B,SIMPSA,2,8,3, ,4,7,1
1646,SIM,SUL,3,12,b,Cold Para,B,SIMSUL,3,2,3, ,7,2,2
1610,SIM,SUL,3,3,b,Cold Para,B,SIMSUL,3,3,3, ,7,3,2
1622,SIM,SUL,3,6,b,Cold Para,B,SIMSUL,3,4,3, ,7,7,2
1670,SIM,SUL,9,3,b,Cold Para,B,SIMSUL,3,5,3, ,7,6,2
1682,SIM,SUL,12,3,b,Cold Para,B,SIMSUL,3,6,3, ,7,1,2
1658,SIM,SUL,6,3,b,Cold Para,B,SIMSUL,3,7,3, ,7,5,2
1634,SIM,SUL,3,9,b,Cold Para,B,SIMSUL,3,8,3, ,8,3,2
398,BIR,SUL,3,9,b,Cold Para,B,BIRSUL,4,2,3, ,2,1,1
422,BIR,SUL,6,3,b,Cold Para,B,BIRSUL,4,3,3, ,2,2,1
434,BIR,SUL,9,3,b,Cold Para,B,BIRSUL,4,4,3, ,2,6,1
410,BIR,SUL,3,12,b,Cold Para,B,BIRSUL,4,5,3, ,2,3,1
374,BIR,SUL,3,3,b,Cold Para,B,BIRSUL,4,6,3, ,9,1,1
386,BIR,SUL,3,6,b,Cold Para,B,BIRSUL,4,7,3, ,2,7,1
446,BIR,SUL,12,3,b,Cold Para,B,BIRSUL,4,8,3, ,2,5,1
1502,SIM,PAN,9,3,b,Cold Para,B,SIMPAN,5,2,3, ,1,1,1
1454,SIM,PAN,3,6,b,Cold Para,B,SIMPAN,5,3,3, ,1,2,1
1490,SIM,PAN,6,3,b,Cold Para,B,SIMPAN,5,4,3, ,1,3,1
1466,SIM,PAN,3,9,b,Cold Para,B,SIMPAN,5,5,3, ,1,5,1
1442,SIM,PAN,3,3,b,Cold Para,B,SIMPAN,5,6,3, ,1,6,1
1478,SIM,PAN,3,12,b,Cold Para,B,SIMPAN,5,7,3, ,1,7,1
1514,SIM,PAN,12,3,b,Cold Para,B,SIMPAN,5,8,3, ,1,4,1
1910,SUL,PSA,3,6,b,Cold Para,B,SULPSA,6,2,3, ,4,3,2
1946,SUL,PSA,6,3,b,Cold Para,B,SULPSA,6,3,3, ,4,6,2
1898,SUL,PSA,3,3,b,Cold Para,B,SULPSA,6,4,3, ,4,4,2
1934,SUL,PSA,3,12,b,Cold Para,B,SULPSA,6,5,3, ,4,2,2
1970,SUL,PSA,12,3,b,Cold Para,B,SULPSA,6,6,3, ,4,5,2
1922,SUL,PSA,3,9,b,Cold Para,B,SULPSA,6,7,3, ,4,1,2
1958,SUL,PSA,9,3,b,Cold Para,B,SULPSA,6,8,3, ,4,7,2
974,PAL,SUL,9,3,b,Cold Para,B,PALSUL,7,2,3, ,2,5,2
986,PAL,SUL,12,3,b,Cold Para,B,PALSUL,7,3,3, ,8,1,2
962,PAL,SUL,6,3,b,Cold Para,B,PALSUL,7,4,3, ,2,1,2
938,PAL,SUL,3,9,b,Cold Para,B,PALSUL,7,5,3, ,2,3,2
914,PAL,SUL,3,3,b,Cold Para,B,PALSUL,7,6,3, ,2,7,2
950,PAL,SUL,3,12,b,Cold Para,B,PALSUL,7,7,3, ,2,2,2
926,PAL,SUL,3,6,b,Cold Para,B,PALSUL,7,8,3, ,2,6,2
614,PAL,BIR,3,12,b,Cold Para,B,PALBIR,8,2,3, ,7,6,1
650,PAL,BIR,12,3,b,Cold Para,B,PALBIR,8,3,3, ,7,1,1
590,PAL,BIR,3,6,b,Cold Para,B,PALBIR,8,4,3, ,9,3,1
638,PAL,BIR,9,3,b,Cold Para,B,PALBIR,8,5,3, ,7,2,1
626,PAL,BIR,6,3,b,Cold Para,B,PALBIR,8,6,3, ,7,5,1
578,PAL,BIR,3,3,b,Cold Para,B,PALBIR,8,7,3, ,7,7,1
602,PAL,BIR,3,9,b,Cold Para,B,PALBIR,8,8,3, ,7,3,1
1133,PSA,   ,1,NA,e,Cold Safe,B,PSA   ,1,1,1,Lower,9,7,2
1130,PSA,   ,1,NA,b,Cold Safe,B,PSA   ,1,2,1,Lower,9,3,2
1175,PSA,   ,3,NA,e,Cold Safe,B,PSA   ,1,3,1,Lower,11,5,2
1196,PSA,   ,9,NA,b,Cold Safe,B,PSA   ,1,4,1,Lower,11,7,2
1220,PSA,   ,15,NA,b,Cold Safe,B,PSA   ,1,5,1,Lower,12,1,2
59,BIR,   ,3,NA,e,Cold Safe,B,BIR   ,1,6,1,Upper,9,6,1
56,BIR,   ,3,NA,b,Cold Safe,B,BIR   ,1,7,1,Upper,11,5,1
14,BIR,   ,1,NA,b,Cold Safe,B,BIR   ,1,8,1,Upper,12,1,1
20,BIR,   ,1,NA,h,Cold Safe,B,BIR   ,1,9,1,Upper,9,7,1
17,BIR,   ,1,NA,e,Cold Safe,B,BIR   ,1,10,1,Upper,10,6,1
1013,PAN,   ,1,NA,e,Cold Safe,B,PAN   ,2,1,1,Lower,12,7,2
1010,PAN,   ,1,NA,b,Cold Safe,B,PAN   ,2,2,1,Lower,9,2,2
1052,PAN,   ,3,NA,b,Cold Safe,B,PAN   ,2,3,1,Lower,8,6,2
1103,PAN,   ,15,NA,e,Cold Safe,B,PAN   ,2,4,1,Lower,9,6,2
1019,PAN,   ,1,NA,k,Cold Safe,B,PAN   ,2,5,1,Lower,8,4,2
1139,PSA,   ,1,NA,k,Cold Safe,B,PSA   ,2,6,1,Upper,13,2,1
1223,PSA,   ,15,NA,e,Cold Safe,B,PSA   ,2,7,1,Upper,13,3,1
1172,PSA,   ,3,NA,b,Cold Safe,B,PSA   ,2,8,1,Upper,11,6,1
1136,PSA,   ,1,NA,h,Cold Safe,B,PSA   ,2,9,1,Upper,11,2,1
1199,PSA,   ,9,NA,e,Cold Safe,B,PSA   ,2,10,1,Upper,10,4,1
479,PAL,   ,1,NA,k,Cold Safe,B,PAL   ,3,1,1,Lower,10,2,2
560,PAL,   ,15,NA,b,Cold Safe,B,PAL   ,3,2,1,Lower,10,4,2
536,PAL,   ,9,NA,b,Cold Safe,B,PAL   ,3,3,1,Lower,8,7,2
473,PAL,   ,1,NA,e,Cold Safe,B,PAL   ,3,4,1,Lower,11,1,2
476,PAL,   ,1,NA,h,Cold Safe,B,PAL   ,3,5,1,Lower,12,2,2
1400,SIM,   ,9,NA,b,Cold Safe,B,SIM   ,3,6,1,Upper,12,6,1
1337,SIM,   ,1,NA,e,Cold Safe,B,SIM   ,3,7,1,Upper,10,1,1
1343,SIM,   ,1,NA,k,Cold Safe,B,SIM   ,3,8,1,Upper,11,3,1
1379,SIM,   ,3,NA,e,Cold Safe,B,SIM   ,3,9,1,Upper,12,2,1
1424,SIM,   ,15,NA,b,Cold Safe,B,SIM   ,3,10,1,Upper,10,3,1
1709,SUL,   ,1,NA,e,Cold Safe,B,SUL   ,4,1,1,Lower,12,6,2
1796,SUL,   ,15,NA,b,Cold Safe,B,SUL   ,4,2,1,Lower,8,5,2
1775,SUL,   ,9,NA,e,Cold Safe,B,SUL   ,4,3,1,Lower,10,6,2
1748,SUL,   ,3,NA,b,Cold Safe,B,SUL   ,4,4,1,Lower,10,3,2
1706,SUL,   ,1,NA,b,Cold Safe,B,SUL   ,4,5,1,Lower,11,6,2
1055,PAN,   ,3,NA,e,Cold Safe,B,PAN   ,4,6,1,Upper,9,5,1
1079,PAN,   ,9,NA,e,Cold Safe,B,PAN   ,4,7,1,Upper,12,7,1
1100,PAN,   ,15,NA,b,Cold Safe,B,PAN   ,4,8,1,Upper,13,7,1
1076,PAN,   ,9,NA,b,Cold Safe,B,PAN   ,4,9,1,Upper,11,4,1
1016,PAN,   ,1,NA,h,Cold Safe,B,PAN   ,4,10,1,Upper,10,2,1
1427,SIM,   ,15,NA,e,Cold Safe,B,SIM   ,5,1,1,Lower,11,3,2
1340,SIM,   ,1,NA,h,Cold Safe,B,SIM   ,5,2,1,Lower,11,2,2
1376,SIM,   ,3,NA,b,Cold Safe,B,SIM   ,5,3,1,Lower,9,5,2
1403,SIM,   ,9,NA,e,Cold Safe,B,SIM   ,5,4,1,Lower,12,3,2
1334,SIM,   ,1,NA,b,Cold Safe,B,SIM   ,5,5,1,Lower,10,5,2
470,PAL,   ,1,NA,b,Cold Safe,B,PAL   ,5,6,1,Upper,13,4,1
512,PAL,   ,3,NA,b,Cold Safe,B,PAL   ,5,7,1,Upper,13,5,1
515,PAL,   ,3,NA,e,Cold Safe,B,PAL   ,5,8,1,Upper,13,6,1
539,PAL,   ,9,NA,e,Cold Safe,B,PAL   ,5,9,1,Upper,12,3,1
563,PAL,   ,15,NA,e,Cold Safe,B,PAL   ,5,10,1,Upper,13,1,1
23,BIR,   ,1,NA,k,Cold Safe,B,BIR   ,6,1,1,Lower,9,1,2
83,BIR,   ,9,NA,e,Cold Safe,B,BIR   ,6,2,1,Lower,12,5,2
80,BIR,   ,9,NA,b,Cold Safe,B,BIR   ,6,3,1,Lower,10,1,2
107,BIR,   ,15,NA,e,Cold Safe,B,BIR   ,6,4,1,Lower,12,4,2
104,BIR,   ,15,NA,b,Cold Safe,B,BIR   ,6,5,1,Lower,10,7,2
1712,SUL,   ,1,NA,h,Cold Safe,B,SUL   ,6,6,1,Upper,10,5,1
1715,SUL,   ,1,NA,k,Cold Safe,B,SUL   ,6,7,1,Upper,10,7,1
1751,SUL,   ,3,NA,e,Cold Safe,B,SUL   ,6,8,1,Upper,11,1,1
1772,SUL,   ,9,NA,b,Cold Safe,B,SUL   ,6,9,1,Upper,12,5,1
1799,SUL,   ,15,NA,e,Cold Safe,B,SUL   ,6,10,1,Upper,11,7,1
677,PAL,PAN,3,6,b,Cold Safe,B,PALPAN,2,2,2, ,1,4,1
689,PAL,PAN,3,9,b,Cold Safe,B,PALPAN,2,3,2, ,1,3,1
713,PAL,PAN,6,3,b,Cold Safe,B,PALPAN,2,4,2, ,1,1,1
665,PAL,PAN,3,3,b,Cold Safe,B,PALPAN,2,5,2, ,1,7,1
701,PAL,PAN,3,12,b,Cold Safe,B,PALPAN,2,6,2, ,1,2,1
725,PAL,PAN,9,3,b,Cold Safe,B,PALPAN,2,7,2, ,1,5,1
737,PAL,PAN,12,3,b,Cold Safe,B,PALPAN,2,8,2, ,1,6,1
1625,SIM,SUL,3,6,b,Cold Safe,B,SIMSUL,3,2,2, ,4,4,1
1637,SIM,SUL,3,9,b,Cold Safe,B,SIMSUL,3,3,2, ,4,7,1
1613,SIM,SUL,3,3,b,Cold Safe,B,SIMSUL,3,4,2, ,4,6,1
1685,SIM,SUL,12,3,b,Cold Safe,B,SIMSUL,3,5,2, ,4,3,1
1661,SIM,SUL,6,3,b,Cold Safe,B,SIMSUL,3,6,2, ,4,5,1
1673,SIM,SUL,9,3,b,Cold Safe,B,SIMSUL,3,7,2, ,4,2,1
1649,SIM,SUL,3,12,b,Cold Safe,B,SIMSUL,3,8,2, ,4,1,1
185,BIR,PAN,9,3,b,Cold Safe,B,BIRPAN,4,2,2, ,6,5,1
125,BIR,PAN,3,3,b,Cold Safe,B,BIRPAN,4,3,2, ,6,3,1
173,BIR,PAN,6,3,b,Cold Safe,B,BIRPAN,4,4,2, ,6,2,1
161,BIR,PAN,3,12,b,Cold Safe,B,BIRPAN,4,5,2, ,6,7,1
137,BIR,PAN,3,6,b,Cold Safe,B,BIRPAN,4,6,2, ,6,4,1
197,BIR,PAN,12,3,b,Cold Safe,B,BIRPAN,4,7,2, ,6,6,1
149,BIR,PAN,3,9,b,Cold Safe,B,BIRPAN,4,8,2, ,6,1,1
329,BIR,SIM,3,12,b,Cold Safe,B,BIRSIM,5,2,2, ,2,6,1
